Clothing ID,Age,Title,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,Active Time,Price
1025,35,Gorgeous,5,1,14,General,Bottoms,Jeans,8.828289620645885,95.03971124976958
867,33,Great staple with a little detail.,5,1,10,General,Tops,Knits,7.895316703083428,78.34201296646489
417,66,So great,5,1,1,General,Bottoms,Shorts,11.140623225367776,43.17229080184714
1060,46,Cuter in oerson!,5,1,7,General Petite,Bottoms,Pants,6.222126784771515,108.33077630794897
1081,49,,1,0,0,General Petite,Dresses,Dresses,51.1834230807157,46.52047413772154
1094,38,Perfect summer dress,5,1,0,General,Dresses,Dresses,12.965297178621835,129.64612527998543
1022,27,"My favorite pair of jeans, however, they get baggy",3,1,2,General,Bottoms,Jeans,15.161070687564148,137.79838012302983
1051,45,Fun pattern,4,1,1,General,Bottoms,Pants,9.94293899780966,48.6172175824712
283,38,,3,1,2,Initmates,Intimate,Lounge,13.229858947967472,137.13654017222476
1110,35,Still cute despite...,4,1,0,General,Dresses,Dresses,2.6834786426649693,52.43606797666132
1107,32,,5,1,0,General Petite,Dresses,Dresses,11.126193873762723,105.2560493736668
863,49,,5,1,0,General,Tops,Knits,12.142265457688795,91.721055518503
1086,39,Soft!!!!,5,1,1,General,Dresses,Dresses,3.128557452585872,85.10167409822742
166,58,Nice staple t-shirt,4,1,1,Initmates,Intimate,Layering,3.845210992140861,79.99584244110792
834,50,Fun and flirty,5,1,0,General,Tops,Blouses,11.108455278751222,28.818315738350925
1028,41,If you miss cotton jeans try these..,5,1,0,General,Bottoms,Jeans,7.369934275056811,136.91486843284775
835,63,,4,1,6,General Petite,Tops,Blouses,4.630842751035374,57.7106395186601
936,26,Pretty but not what i was looking for.,3,0,1,General,Tops,Sweaters,11.096840436736876,71.32166335756158
864,66,No go,3,0,3,General Petite,Tops,Knits,16.021149290485475,35.945245663462224
1095,58,Good quality,3,1,0,General Petite,Dresses,Dresses,19.001759947134477,49.33136728304426
838,32,This product has a cute design and nice fabric.,5,1,8,General,Tops,Blouses,8.68618169881277,38.27491810508261
1074,50,Very pretty - runs large (busty petites rejoice 3),4,1,2,General,Dresses,Dresses,7.1742797779049,41.49143987380493
1078,42,,3,1,0,General,Dresses,Dresses,13.067527551155816,85.49860909846228
260,47,So pretty!,5,1,2,Initmates,Intimate,Lounge,8.477875080849895,100.42806404159408
862,37,Love this top!,5,1,1,General,Tops,Knits,4.241620827598402,56.29573899429471
975,69,Wow! makes me smile!,5,1,0,General Petite,Jackets,Jackets,7.886255749783306,143.78527491834058
865,38,Beautiful but delicate,3,1,2,General Petite,Tops,Knits,13.230843432012726,70.76836902734581
1001,32,Fun skirt,4,1,0,General,Bottoms,Skirts,16.985103505062032,66.38651272527984
1135,44,Simple & elegant,5,1,1,General,Trend,Trend,8.98081816148962,44.344796102816495
825,47,Item is not as shown.,1,0,0,General,Tops,Blouses,53.2037502672196,75.05105623403931
858,31,Hole in it after a month,2,0,0,General Petite,Tops,Knits,10.143214030696338,102.58232417186932
823,35,Love this top!,5,1,0,General,Tops,Blouses,9.27375383148483,77.6283311917598
1078,54,,2,0,0,General Petite,Dresses,Dresses,26.946851504208663,52.31588877919513
509,69,Juneberry sleep pants perfect fit,5,1,0,Initmates,Intimate,Sleep,11.855825743119386,33.32043358359609
881,50,A very flattering shirt!,5,1,10,General Petite,Tops,Knits,5.575401774270416,107.6974612596612
984,55,Almost perfect denim jacket,5,1,0,General Petite,Jackets,Jackets,7.906881194367905,179.97425981221957
875,61,,4,1,1,General,Tops,Knits,12.53311902624431,85.4412884532814
895,46,Poncho x3,5,1,0,General,Tops,Fine gauge,10.072326020830864,54.433422211612864
1025,29,Finally olive skinny jeans!,5,1,1,General,Bottoms,Jeans,11.813652903635012,63.26475697442952
949,42,Beautiful!,5,1,0,General,Tops,Sweaters,6.9874286652146695,90.0747721111116
868,57,Nice top but too long in back,3,0,0,General,Tops,Knits,19.151890707334623,105.22831990543466
1081,65,Love this dress,5,1,1,General,Dresses,Dresses,4.676375530870947,113.47763068156942
857,29,,5,1,0,General Petite,Tops,Knits,7.19147797411879,109.5276100478127
1052,39,Must have for fall..,5,1,7,General,Bottoms,Pants,10.920588129250248,114.75449290268214
1072,46,Adorable,5,1,0,General Petite,Dresses,Dresses,5.261487072939541,124.58131142290216
861,38,Cute pattern but feels cheap,3,0,10,General,Tops,Knits,8.820271822476121,70.11688599636086
877,33,Great fit!,5,1,0,General,Tops,Knits,6.922317382773212,51.50752237925711
1095,29,So classic!,5,1,0,General Petite,Dresses,Dresses,13.69285374094624,88.31460027600286
1078,54,Cute dress but......,3,0,0,General,Dresses,Dresses,11.03903584909482,128.58537355401114
828,35,Summer top,4,1,0,General,Tops,Blouses,5.538099438507361,34.654376014343455
872,54,Blue version runs much wider in the hips,4,1,0,General,Tops,Knits,16.49137955086503,78.020126660513
833,56,Beautiful but wide,4,1,1,General,Tops,Blouses,7.63094157109597,22.633391785457206
819,49,Great bouse,5,1,2,General Petite,Tops,Blouses,13.862464398004642,66.3084081311803
864,39,Great buy!,5,1,1,General,Tops,Knits,5.97693742536041,52.32227373265816
1049,38,,5,1,3,General,Bottoms,Pants,10.135781822802723,93.19909944239107
1080,38,Great dress!,5,1,2,General,Dresses,Dresses,11.76316730541598,119.21039508551684
1081,39,Love this dress!!!,4,1,0,General,Dresses,Dresses,14.762640838923897,91.22258053307569
1077,50,Perfect!!,5,1,1,General Petite,Dresses,Dresses,4.80435909345098,41.5705149221747
867,42,Sleeves are a bit long,3,0,1,General Petite,Tops,Knits,21.41415175572768,74.81422830799028
1076,35,Scratchy and boxy,2,0,3,General,Dresses,Dresses,28.412242564540723,66.85042254265676
1080,55,Cute,4,1,0,General,Dresses,Dresses,6.449854250701005,44.79029128145309
1092,29,Better than expected!,5,1,1,General,Dresses,Dresses,11.599014656591317,139.45191066547864
1084,50,Material was fuzzy and itchy,2,1,0,General,Dresses,Dresses,31.219567670665903,134.4474340118204
1022,45,Great fit but not for a 45 year old,4,1,0,General,Bottoms,Jeans,8.885270565905323,103.38432422450848
828,39,Nice summer top,5,1,2,General,Tops,Blouses,6.232886490853176,42.47625668545635
862,32,Love it!!,5,1,0,General Petite,Tops,Knits,3.359504237119181,104.99435654109708
1066,50,Super cute wear well,5,1,2,General Petite,Bottoms,Pants,9.21328592535011,43.75017004891119
850,62,Bought in 2 patterns!,5,1,1,General Petite,Tops,Blouses,4.12781994587778,50.99073523006378
481,31,,3,1,1,General Petite,Bottoms,Pants,3.9823322000493455,109.39216666157274
936,67,,4,1,0,General,Tops,Sweaters,13.618120090842137,36.48331874204391
971,33,Love this jacket,5,1,0,General Petite,Jackets,Jackets,8.761715331030723,108.56785702727052
873,73,Gorgeous top,5,1,0,General,Tops,Knits,8.185914028535274,108.56867914475872
945,30,Flattering and cozy!,5,1,0,General,Tops,Sweaters,9.835030010100809,105.31760475582044
828,47,New favorite top,5,1,3,General,Tops,Blouses,3.431146178103936,52.298301501120406
1109,32,Soft and easy,5,1,0,General Petite,Dresses,Dresses,8.97236612237184,125.34351481043949
1094,33,Odd shape,2,0,0,General,Dresses,Dresses,10.98275576948242,68.03202097574008
1110,50,Buy this dress!,5,1,1,General,Dresses,Dresses,6.224981598941402,99.60161892758332
952,48,,4,1,3,General,Tops,Sweaters,11.079195461654908,74.77952056220093
868,34,Unique and wonderful,5,1,2,General,Tops,Knits,8.870152792732446,62.36811535095698
873,46,Love this adorable breezy look.,5,1,7,General Petite,Tops,Knits,13.6463276374834,53.536015414663055
1081,35,This dress hit the spot...,5,1,0,General Petite,Dresses,Dresses,8.556314365462764,53.29924057967064
1083,52,,4,1,0,General,Dresses,Dresses,6.99427125811852,57.689918240826415
1080,33,Less delicate in person,3,0,1,General Petite,Dresses,Dresses,9.67189132876895,109.5279551318428
1081,26,Warning for busty ladies - othewise perfect!,4,1,5,General Petite,Dresses,Dresses,7.844375981161829,146.0150214075478
1022,49,,3,0,6,General,Bottoms,Jeans,19.13759279221131,102.51439020205078
1077,55,Unflattering,2,0,0,General,Dresses,Dresses,9.206517055393023,60.5664272327179
1025,39,Should've sized up,4,1,0,General Petite,Bottoms,Jeans,13.25249049267332,60.78539206467073
1126,58,So in love,5,1,0,General,Jackets,Outerwear,6.600220325909531,68.68387257748887
833,36,,2,0,18,General,Tops,Blouses,27.94908192971783,67.68499954979976
1078,30,Horrible quality,2,0,2,General,Dresses,Dresses,6.320122677416625,145.66744647411883
927,52,"The metallic edges are paint, not metallic thread",3,0,3,General Petite,Tops,Sweaters,8.784129385847145,85.63373289741273
1103,29,Beautiful summery dress,5,1,4,General,Dresses,Dresses,10.970860741363818,81.55715465158369
1044,44,Love.,5,1,1,General,Bottoms,Pants,8.609264832104472,99.12035840943356
964,33,So great,5,1,1,General Petite,Jackets,Jackets,5.602149195563996,91.01119714821178
861,49,A lovely piece to be worn and cherished,5,1,13,General,Tops,Knits,11.464044077561262,99.57067077751996
865,44,Perfect,5,1,1,General,Tops,Knits,6.469142555347656,45.5523357023698
362,31,Cute & comfy,5,1,1,Initmates,Intimate,Intimates,2.9418366181511013,32.32581881987837
1059,45,Super comfy and great fit!,5,1,0,General,Bottoms,Pants,10.830069467951178,88.62820125784457
836,34,,5,1,1,General,Tops,Blouses,8.995899617759155,65.07853426821143
872,60,Comfortable nicer t-shirt,5,1,1,General,Tops,Knits,5.058312663349607,100.5959748006218
1094,27,Beautiful dress!,5,1,20,General Petite,Dresses,Dresses,11.853967084421836,42.56387525605675
936,33,A bit short,4,1,0,General Petite,Tops,Sweaters,11.77608137639399,62.63706230950204
939,69,Beautiful jacket,5,1,0,General Petite,Tops,Sweaters,6.755837271312522,38.87475651801866
1037,32,Stretched out quickly,4,0,0,General,Bottoms,Jeans,10.515264938964696,125.15472404537869
886,48,Clingy material,3,0,2,General Petite,Tops,Knits,18.68630054028197,80.20445848262422
1092,35,"Beautiful design, interesting execution",3,1,10,General,Dresses,Dresses,13.001757258470064,49.70019520236075
1078,36,Maeve stunner,5,1,0,General,Dresses,Dresses,7.905421459392858,99.35226941834782
1077,23,Not for the uber-curvy,3,1,1,General,Dresses,Dresses,3.976251805513455,122.57097102940784
829,32,Classic and comfortable,5,1,0,General,Tops,Blouses,10.94162029001745,62.92265955839941
377,35,Better than it looks!,5,1,3,Initmates,Intimate,Lounge,9.83743015734732,113.63718607845894
1078,42,Say yes to this dress!,5,1,0,General,Dresses,Dresses,7.524977141236019,132.29249572213263
936,65,"Sweater, not a coat.. but amazing",5,1,11,General,Tops,Sweaters,10.643223219667322,86.77422823270683
903,53,Goes with everything,4,1,0,General Petite,Tops,Fine gauge,10.14140469901659,30.03034113703851
696,46,Cute romper,4,1,3,Initmates,Intimate,Lounge,13.694203474954367,124.93707738138252
984,29,Very cute jacket,4,1,11,General,Jackets,Jackets,15.83703056824895,112.03573721827756
964,37,Very versatile,5,1,2,General,Jackets,Jackets,8.087315682969026,154.96274591514938
872,52,,5,1,0,General Petite,Tops,Knits,11.825112879668715,67.7995916780736
872,32,,5,1,0,General,Tops,Knits,8.995685038226764,77.26339764671363
1030,37,Flattering,5,1,2,General,Bottoms,Jeans,13.000194824270697,63.51692326587829
1081,45,Not for the short-waisted,3,0,0,General Petite,Dresses,Dresses,4.043712742407606,43.98040982587472
1035,57,Soft and retro,5,1,0,General,Bottoms,Jeans,5.185609041090074,81.08925088370653
872,35,,5,1,3,General,Tops,Knits,8.276387641760131,54.35900273085159
839,46,,5,1,0,General,Tops,Blouses,3.9959469768613136,42.82823215137107
1079,56,That's not a wrap,3,0,0,General Petite,Dresses,Dresses,12.596135001286726,114.74956443343493
908,34,Comfortable and classy,5,1,0,General Petite,Tops,Fine gauge,3.643153639793228,57.58725371448298
1078,47,Better than i imagined,5,1,0,General Petite,Dresses,Dresses,11.088967564526932,84.44943711102692
1078,54,Fell in love instantly,5,1,0,General,Dresses,Dresses,10.064230191673945,122.4446443326731
1070,24,,4,1,0,General,Bottoms,Pants,13.732394514144802,62.7216948935889
1059,85,Nice pants if you have super tiny calves,2,1,2,General,Bottoms,Pants,18.338453199565866,78.16210394740324
834,32,,4,1,0,General Petite,Tops,Blouses,16.477950261334442,59.95372783859568
736,39,,4,1,0,Initmates,Intimate,Intimates,15.105487323817387,70.42456321685535
1014,55,Nice fall florida skirt,5,1,1,General Petite,Bottoms,Skirts,8.960749776630468,73.22484795967465
875,46,"Big, baggy, boxy",2,0,14,General,Tops,Knits,26.10941869937878,67.13473871065648
835,47,,5,1,0,General Petite,Tops,Blouses,8.274760734978786,20.02314553298972
1110,39,Such a disappointment!,1,0,2,General,Dresses,Dresses,53.88525845829236,94.08003378114572
836,60,Not impressed,2,0,4,General,Tops,Blouses,10.25522358853366,33.016672715402926
611,39,Amazing,5,1,0,General Petite,Bottoms,Pants,2.6923767065205366,72.16157749634033
830,37,Interesting piece,4,1,0,General,Tops,Blouses,14.21146769544634,64.80306651312242
1161,54,Super sexy perfect fit!,5,1,0,Initmates,Intimate,Intimates,12.14347778096807,58.84299966244699
868,67,Effortless beauty!,5,1,2,General,Tops,Knits,12.896333251236086,61.01277565315223
824,40,A great pick for summer,4,1,1,General,Tops,Blouses,11.11537164891087,45.43276358933851
1056,30,Runs large,3,0,0,General Petite,Bottoms,Pants,6.5018786720434925,42.918038608351
1035,33,"Look and fit great, but low quality",4,0,5,General,Bottoms,Jeans,11.450148813771731,119.93919406303507
868,30,If curvy...stay away!,2,0,4,General,Tops,Knits,23.11874771509033,48.78438505946414
531,49,Perfect casual dress!,5,1,0,Initmates,Intimate,Lounge,6.629706800261648,94.35674078933592
899,39,Love,5,1,1,General,Tops,Fine gauge,12.121045563938411,44.78208894337597
870,35,Horrible fit,1,0,8,General,Tops,Knits,30.29000671947091,40.11026492387448
1202,28,A bit like a muumuu,4,1,0,General Petite,Dresses,Dresses,14.49881163603792,90.78213488412992
835,35,"Cute, but wide",4,1,0,General,Tops,Blouses,13.2703916435988,31.666736894181646
964,62,Amazing!,5,1,0,General Petite,Jackets,Jackets,6.093244173791713,175.59869426280312
1028,41,,5,1,12,General Petite,Bottoms,Jeans,6.759127704725408,118.6020667648601
172,22,Comfy but not cohesive,3,0,0,Initmates,Intimate,Sleep,19.791649479380258,15.30716850343438
867,47,Not like the photo at all,1,0,20,General,Tops,Knits,10.203972639420783,55.13042130372642
1126,57,,5,1,0,General Petite,Jackets,Outerwear,11.302243925060097,118.83258773186036
975,43,Gorgeous jacket,5,1,1,General Petite,Jackets,Jackets,3.180822865277954,137.60046894504967
1077,53,Gorgeous embroidery,5,1,22,General Petite,Dresses,Dresses,4.01173809379744,74.98774168274332
616,50,,3,0,8,Initmates,Intimate,Lounge,19.63206879690545,76.40250625710124
857,39,I bought both colors,5,1,0,General Petite,Tops,Knits,3.666937390763038,36.89024469270528
292,53,Maaji bottoms,5,1,0,Initmates,Intimate,Swim,5.334349420788325,58.325541989876754
1086,44,Cute!,5,1,0,General,Dresses,Dresses,10.61114409316265,118.57919876559544
836,65,,5,1,3,General,Tops,Blouses,7.291833458571833,72.80271466347554
863,44,Way too large everywhere,2,0,0,General,Tops,Knits,20.698029436786683,74.53130222931793
332,37,Love these shorts!,5,1,0,General,Bottoms,Shorts,4.155692914690386,57.33576394606529
820,63,Unique top,5,1,0,General,Tops,Blouses,3.246234777507252,77.77835914317293
977,50,Nice jacket,4,1,0,General Petite,Jackets,Jackets,4.418967636563064,87.55550522517997
872,35,The circus is in town,2,0,0,General,Tops,Knits,12.815999230544955,49.4475205980838
863,65,Bright and fun,4,1,0,General,Tops,Knits,7.904865201366344,53.04360158616624
862,51,Breezy and sexy,5,1,12,General,Tops,Knits,8.18708466616019,37.96291876470944
1095,38,Cute summer dress,5,1,2,General Petite,Dresses,Dresses,8.09344100209043,142.75733279233373
823,41,Gorgeous colors,4,1,0,General,Tops,Blouses,14.030825308346603,57.39450309206198
866,40,High low top,4,1,0,General Petite,Tops,Knits,15.6294766151002,50.6081667784691
1026,48,Perfect,5,1,1,General,Bottoms,Jeans,9.694748682797115,43.882711970581056
860,40,Just okay,2,0,0,General Petite,Tops,Knits,14.394037343128176,46.49965399588565
850,54,Cute but.....,3,0,0,General,Tops,Blouses,7.005043171171465,24.26729900465301
936,68,,5,1,1,General Petite,Tops,Sweaters,5.026356825514155,77.05342925453434
829,25,Runs large,3,0,0,General,Tops,Blouses,4.056065098124954,50.07699694121291
455,47,"Gorgeous, soft hoodie",5,1,0,Initmates,Intimate,Lounge,12.366302794828377,136.9590984507532
1103,29,Gorgeous but...,4,1,0,General,Dresses,Dresses,3.2809983249826704,50.05233284595624
877,28,Fun t,5,1,0,General,Tops,Knits,5.114778276883087,92.75382482273376
868,48,"Pretty, if you have an alterations whiz",3,0,0,General,Tops,Knits,9.970557885593074,54.9543104013998
1059,61,Great pant,5,1,0,General,Bottoms,Pants,8.71048966849613,62.58956147404376
831,42,Very pretty!,4,1,3,General Petite,Tops,Blouses,13.956084768018844,59.02258494570096
1072,62,Flattering and easy to wear,5,1,18,General,Dresses,Dresses,7.331953653621836,57.4521205790879
65,33,Casual short,5,1,0,General,Bottoms,Shorts,10.45083979066894,41.720934136680086
1094,44,Beautiful dress,5,1,14,General,Dresses,Dresses,3.487015107011713,147.90367807110482
1087,35,Very comfy dress,4,1,0,General Petite,Dresses,Dresses,13.992660967160395,89.07322346448998
949,53,Love!!!,5,1,0,General,Tops,Sweaters,5.466054563228538,62.291607870261245
1066,41,Great pants!,5,1,2,General Petite,Bottoms,Pants,6.1835167073057775,111.3744804808211
964,30,,5,1,0,General Petite,Jackets,Jackets,12.8319514787276,130.0104887279317
1098,57,Embroidered masterpiece,5,1,1,General,Dresses,Dresses,12.464728826467743,130.30163869684634
1072,51,Very vintage feel,4,1,1,General,Dresses,Dresses,12.492362102972074,61.83321456857272
900,49,It's a shame,1,0,1,General,Tops,Fine gauge,26.7913593378765,33.7616496380843
834,45,So cute!,5,1,14,General Petite,Tops,Blouses,9.481411162849277,69.16128494981703
828,44,Soft and sweet,5,1,0,General Petite,Tops,Blouses,8.973202062560253,57.26655587248876
867,29,Really cute for summer,3,1,0,General,Tops,Knits,3.775079394427862,104.10638413411417
1056,46,The dye runs!,5,1,0,General,Bottoms,Pants,11.110609684376898,60.36451824457608
1072,33,Just so big :-/,3,0,0,General,Dresses,Dresses,16.426065523195962,140.7931987191673
872,36,,5,1,0,General,Tops,Knits,3.521340265350986,105.64463976140728
861,69,,5,1,0,General Petite,Tops,Knits,4.993179452012704,53.92681316327389
688,34,Good purchase,4,1,0,Initmates,Intimate,Lounge,13.217590960526362,122.55180561195948
839,36,Elegant and feminine,5,1,0,General,Tops,Blouses,8.002890088406833,69.1784481841686
870,53,Terrible fit,2,0,7,General,Tops,Knits,29.14613079928045,105.50530300641503
866,55,Not boring,4,1,1,General,Tops,Knits,8.926575347693477,101.7303302348214
1037,62,Realllllly wanted to love,3,0,1,General,Bottoms,Jeans,18.66869247532555,44.53307971087232
1094,52,Great dress but not in green,3,1,1,General,Dresses,Dresses,12.624006992721108,111.60022509578512
1076,35,Love it,5,1,1,General Petite,Dresses,Dresses,11.659509491625046,143.19570953877783
860,48,Little overwhelming on me,4,1,31,General Petite,Tops,Knits,10.169073062548952,71.91834212553289
829,60,"Cute, printed blouse!",4,1,14,General,Tops,Blouses,12.033599987761155,34.89188582624245
1056,31,Really wanted to love these,4,1,1,General Petite,Bottoms,Pants,12.664704049303529,115.67251735095552
868,43,Versatile piece,4,1,4,General,Tops,Knits,15.31663653505441,46.63836331557618
1074,59,Love love,5,1,1,General,Dresses,Dresses,6.848953270428144,48.33233544191082
1081,36,,5,1,0,General Petite,Dresses,Dresses,8.84002072090332,115.52721840840051
995,67,Gorgeous,5,1,0,General,Bottoms,Skirts,2.588691140649797,66.07028106429905
328,48,So super soft!,5,1,0,Initmates,Intimate,Lounge,6.431051832970335,139.79758901780176
